City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Snow,Rain,Country,Current Description,Date
329,Athabasca,54.72,-113.29,15.62,92,100,7.25,1.0,0.0,CA,light snow,2019-11-09 18:28:41
330,Pisco,-13.71,-76.2,71.6,30,37,11.41,0.0,0.0,PE,scattered clouds,2019-11-09 18:28:41
331,Cikupa,-7.49,108.52,72.25,83,7,1.57,0.0,0.0,ID,clear sky,2019-11-09 18:28:42
332,Sfantu Gheorghe,44.65,26.83,64.0,81,5,4.7,0.0,0.0,RO,clear sky,2019-11-09 18:28:42
333,Port Lincoln,-34.72,135.86,49.57,87,0,3.74,0.0,0.0,AU,clear sky,2019-11-09 18:28:42
334,Sur,22.57,59.53,73.71,56,0,3.04,0.0,0.0,OM,clear sky,2019-11-09 18:28:43
335,Northam,-31.65,116.67,66.2,82,90,8.05,0.0,0.0,AU,overcast clouds,2019-11-09 18:28:43
336,Slonim,53.09,25.32,51.53,91,96,7.85,0.0,0.0,BY,overcast clouds,2019-11-09 18:28:43
337,Arlit,18.74,7.39,91.98,8,27,6.64,0.0,0.0,NE,scattered clouds,2019-11-09 18:28:43
338,Vestmannaeyjar,63.44,-20.27,41.0,80,90,4.7,0.0,0.0,IS,moderate rain,2019-11-09 18:28:44
339,Burnie,-41.05,145.91,51.01,87,99,3.0,0.0,0.25,AU,light rain,2019-11-09 18:28:44
340,Aden,12.79,45.03,79.95,66,0,12.06,0.0,0.0,YE,clear sky,2019-11-09 18:28:44
341,Bereznehuvate,47.31,32.85,58.05,73,0,8.5,0.0,0.0,UA,clear sky,2019-11-09 18:28:44
342,Staryy Nadym,65.61,72.68,-4.15,98,83,6.85,0.0,0.0,RU,broken clouds,2019-11-09 18:28:45
343,Nanortalik,60.14,-45.24,36.57,72,100,51.79,1.13,0.0,GL,light snow,2019-11-09 18:27:01
344,Saint-Denis,48.94,2.36,44.01,87,75,10.29,0.0,0.0,FR,broken clouds,2019-11-09 18:28:45
345,Calvia,39.57,2.51,60.01,62,36,5.82,0.0,0.0,ES,scattered clouds,2019-11-09 18:28:45
346,Pushkino,56.01,37.85,39.2,100,90,15.66,0.0,0.0,RU,light rain,2019-11-09 18:28:46
347,Corinth,37.94,22.93,69.01,77,75,3.36,0.0,0.0,GR,broken clouds,2019-11-09 18:28:46
348,San Jose,14.25,-87.96,76.03,59,34,8.86,0.0,0.0,HN,scattered clouds,2019-11-09 18:24:37
349,Bull Savanna,17.89,-77.59,84.36,62,6,4.7,0.0,0.13,JM,light rain,2019-11-09 18:28:46
350,Egvekinot,66.32,-179.17,12.76,90,7,2.01,0.0,0.0,RU,clear sky,2019-11-09 18:28:47
351,Dogondoutchi,13.64,4.03,91.0,13,26,5.91,0.0,0.0,NE,scattered clouds,2019-11-09 18:28:47
352,Jeremie,18.65,-74.12,78.1,80,19,2.77,0.0,0.75,HT,light rain,2019-11-09 18:28:47
353,Samarai,-10.62,150.67,74.32,92,85,4.54,0.0,0.0,PG,overcast clouds,2019-11-09 18:28:47
354,Ostrovnoy,68.05,39.51,11.14,94,95,4.07,0.0,0.0,RU,overcast clouds,2019-11-09 18:25:35
355,Anadyr,64.73,177.51,23.0,85,90,6.71,0.0,0.0,RU,overcast clouds,2019-11-09 18:28:48
356,Iralaya,15.0,-83.23,82.89,77,14,15.35,0.0,2.56,HN,light rain,2019-11-09 18:28:48
357,Ekhabi,53.51,142.97,25.12,81,94,22.35,0.0,0.0,RU,overcast clouds,2019-11-09 18:28:48
358,Patacamaya,-17.23,-67.92,61.56,35,52,11.92,0.0,0.12,BO,light rain,2019-11-09 18:28:49
359,Kudat,6.89,116.84,78.01,78,75,4.7,0.0,0.0,MY,broken clouds,2019-11-09 18:28:49
360,Derbent,42.06,48.29,58.5,81,0,3.85,0.0,0.0,RU,clear sky,2019-11-09 18:28:49
361,Santana,-0.06,-51.18,95.0,53,75,12.75,0.0,0.0,BR,broken clouds,2019-11-09 18:28:49
362,Iguape,-24.7,-47.56,76.15,88,100,5.14,0.0,0.5,BR,light rain,2019-11-09 18:28:50
363,Ahuimanu,21.44,-157.84,77.0,78,40,5.82,0.0,0.0,US,scattered clouds,2019-11-09 18:28:50
364,Mayuge,0.46,33.48,70.63,83,85,0.27,0.0,0.69,UG,light rain,2019-11-09 18:28:50
365,Damaturu,11.75,11.96,88.83,20,63,6.98,0.0,0.0,NG,broken clouds,2019-11-09 18:28:50
366,Olinda,-37.84,145.39,54.0,81,90,12.75,0.0,0.0,AU,light rain,2019-11-09 18:28:51
367,El Calvario,4.35,-73.71,77.0,88,75,3.36,0.0,0.0,CO,broken clouds,2019-11-09 18:28:51
368,Sinazongwe,-17.26,27.46,86.63,46,63,3.8,0.0,0.0,ZM,broken clouds,2019-11-09 18:28:51
369,Sisimiut,66.94,-53.67,28.92,47,95,19.15,0.0,0.0,GL,overcast clouds,2019-11-09 18:28:51
370,Khipro,25.83,69.38,74.79,21,0,8.79,0.0,0.0,PK,clear sky,2019-11-09 18:28:52
371,Maragogi,-9.01,-35.22,79.7,74,82,12.91,0.0,0.0,BR,broken clouds,2019-11-09 18:28:41
372,Nantucket,41.28,-70.1,39.99,48,1,9.17,0.0,0.0,US,clear sky,2019-11-09 18:28:52
373,Yibin,28.77,104.64,59.2,85,100,4.18,0.0,0.0,CN,overcast clouds,2019-11-09 18:28:52
374,Kaseda,31.42,130.32,53.8,78,0,4.88,0.0,0.0,JP,clear sky,2019-11-09 18:28:52
375,Sept-Iles,50.2,-66.38,26.01,45,75,11.41,0.0,0.0,CA,shower rain,2019-11-09 18:27:19
376,Hay River,60.82,-115.79,3.2,77,75,12.75,0.0,0.0,CA,light snow,2019-11-09 18:28:53
377,Grindavik,63.84,-22.43,39.2,86,53,8.05,0.0,0.0,IS,broken clouds,2019-11-09 18:28:53
378,Shimoda,34.7,138.93,52.0,80,84,1.01,0.0,0.0,JP,broken clouds,2019-11-09 18:28:53
379,Rincon,8.46,-82.28,84.2,79,75,4.7,0.0,0.0,PA,broken clouds,2019-11-09 18:28:54
380,Qaqortoq,60.72,-46.03,44.6,30,75,39.15,0.0,0.0,GL,light rain,2019-11-09 18:28:01
381,Veraval,49.65,0.71,44.6,100,100,12.75,0.0,0.0,FR,moderate rain,2019-11-09 18:28:54
382,Beterou,9.2,2.26,82.29,51,50,3.67,0.0,0.0,BJ,scattered clouds,2019-11-09 18:28:54
383,Lata,30.78,78.62,23.43,75,0,2.62,0.0,0.0,IN,clear sky,2019-11-09 18:28:55
384,Talnakh,69.49,88.39,-13.01,75,100,13.42,0.0,0.0,RU,overcast clouds,2019-11-09 18:28:55
385,Chincha Alta,-13.42,-76.13,71.6,30,37,11.41,0.0,0.0,PE,scattered clouds,2019-11-09 18:28:55
386,Portland,43.66,-70.25,39.2,32,1,10.29,0.0,0.0,US,clear sky,2019-11-09 18:28:55
387,Suntar,62.16,117.65,20.26,94,98,4.94,0.0,0.0,RU,overcast clouds,2019-11-09 18:28:56
388,Toro,41.52,-5.39,48.2,93,75,14.99,0.0,0.0,ES,broken clouds,2019-11-09 18:25:43
389,Lakhimpur,27.24,94.1,68.95,95,88,4.54,0.0,0.0,IN,overcast clouds,2019-11-09 18:28:56
390,Khani,41.96,42.96,48.2,87,0,3.36,0.0,0.0,GE,clear sky,2019-11-09 18:28:56
391,George Town,5.42,100.33,80.6,88,75,1.77,0.0,0.0,MY,broken clouds,2019-11-09 18:28:57
392,Kabwe,-14.44,28.44,83.57,32,52,12.06,0.0,0.0,ZM,broken clouds,2019-11-09 18:28:57
393,Goderich,43.74,-81.71,35.01,73,91,17.0,0.0,0.0,CA,overcast clouds,2019-11-09 18:28:57
394,Airai,-8.93,125.41,67.23,76,76,2.68,0.0,0.0,TL,broken clouds,2019-11-09 18:27:20
395,Gweta,-20.21,25.26,88.86,27,42,16.44,0.0,0.0,BW,scattered clouds,2019-11-09 18:28:57
396,Kangaba,11.94,-8.41,89.38,34,61,1.68,0.0,0.0,ML,broken clouds,2019-11-09 18:28:58
397,Kinshasa,-4.32,15.31,80.6,83,75,6.93,0.0,0.0,CD,broken clouds,2019-11-09 18:28:58
398,Seguin,29.57,-97.96,64.99,55,1,1.59,0.0,0.0,US,clear sky,2019-11-09 18:28:58
399,Nemuro,43.32,145.57,39.15,64,0,9.33,0.0,0.0,JP,clear sky,2019-11-09 18:28:58
400,Dong Hoi,17.48,106.6,64.11,92,40,5.55,0.0,0.0,VN,scattered clouds,2019-11-09 18:28:59
401,Knyaze-Volkonskoye,48.46,135.46,21.2,53,0,20.13,0.0,0.0,RU,clear sky,2019-11-09 18:28:59
402,Peniche,39.36,-9.38,59.0,87,75,18.34,0.0,0.0,PT,broken clouds,2019-11-09 18:28:59
403,Matagami,9.67,8.4,75.18,58,100,1.63,0.0,0.0,NG,overcast clouds,2019-11-09 18:29:00
404,South Valley,35.01,-106.68,60.01,28,1,4.65,0.0,0.0,US,clear sky,2019-11-09 18:28:19
405,Mehamn,71.03,27.85,17.08,83,0,5.28,0.0,0.0,NO,clear sky,2019-11-09 18:29:01
406,Sao Jose Da Coroa Grande,-8.9,-35.15,79.7,74,82,12.91,0.0,0.0,BR,broken clouds,2019-11-09 18:29:01
407,Sabang,13.8,121.11,77.0,92,98,0.69,0.0,0.0,PH,overcast clouds,2019-11-09 18:27:48
408,Rovaniemi,66.5,25.72,8.6,84,100,13.87,0.0,0.0,FI,light shower snow,2019-11-09 18:29:01
409,Fukue,35.03,136.69,57.0,66,20,17.22,0.0,0.0,JP,few clouds,2019-11-09 18:29:02
410,Naqadeh,36.96,45.39,49.68,35,0,2.1,0.0,0.0,IR,clear sky,2019-11-09 18:29:02
411,Ayabaca,-4.64,-79.72,72.0,61,57,6.85,0.0,0.69,PE,light rain,2019-11-09 18:29:02
412,Catuday,16.29,119.81,81.14,75,100,3.98,0.0,2.44,PH,light rain,2019-11-09 18:29:03
413,Jiaonan,35.88,119.98,60.8,67,87,13.42,0.0,0.0,CN,haze,2019-11-09 18:29:03
414,Bandarbeyla,9.49,50.81,80.24,72,0,17.18,0.0,0.0,SO,clear sky,2019-11-09 18:29:03
415,Toora-Khem,52.47,96.11,15.37,72,47,7.14,0.0,0.0,RU,scattered clouds,2019-11-09 18:29:04
416,College,64.86,-147.8,19.99,91,1,5.37,0.0,0.0,US,mist,2019-11-09 18:25:50
417,Klyuchi,52.25,79.17,27.88,60,100,10.92,0.0,0.0,RU,overcast clouds,2019-11-09 18:29:04
418,Noumea,-22.28,166.46,73.99,88,35,1.12,0.0,0.0,NC,scattered clouds,2019-11-09 18:29:04
419,Furtwangen,48.05,8.22,42.01,80,24,3.36,0.0,0.0,DE,few clouds,2019-11-09 18:29:04
420,Punta De Bombon,-17.17,-71.79,64.29,73,100,8.14,0.0,0.0,PE,overcast clouds,2019-11-09 18:29:05
421,Tessalit,20.2,1.01,85.86,14,100,15.68,0.0,0.0,ML,overcast clouds,2019-11-09 18:29:05
422,Aykhal,65.95,111.51,-2.21,84,90,4.47,0.0,0.0,RU,light snow,2019-11-09 18:29:05
423,Conde,-11.81,-37.61,79.36,76,87,13.09,0.0,0.0,BR,overcast clouds,2019-11-09 18:29:05
424,Cohoes,42.77,-73.7,37.99,44,40,10.29,0.0,0.0,US,scattered clouds,2019-11-09 18:29:06
425,Sambava,-14.27,50.17,71.29,96,35,2.19,0.0,1.56,MG,light rain,2019-11-09 18:29:06
426,Sabha,27.03,14.43,80.37,25,100,7.07,0.0,0.0,LY,overcast clouds,2019-11-09 18:29:06
427,Dalvik,57.79,14.13,37.99,100,100,11.41,0.0,0.0,SE,light rain,2019-11-09 18:29:05
428,Berlevag,70.86,29.09,30.87,72,86,5.82,0.0,0.0,NO,overcast clouds,2019-11-09 18:29:06
429,Micheweni,-4.97,39.83,82.11,81,4,12.15,0.0,0.75,TZ,light rain,2019-11-09 18:29:07
430,Hongjiang,27.21,109.83,56.66,73,99,2.19,0.0,0.0,CN,overcast clouds,2019-11-09 18:29:07
431,Luba,17.32,120.7,72.5,88,57,4.05,0.0,0.44,PH,light rain,2019-11-09 18:29:07
432,Sudbury,46.49,-80.99,34.0,90,90,17.22,0.0,0.0,CA,light snow,2019-11-09 18:26:10
433,Gilgit,35.92,74.31,23.52,33,0,5.48,0.0,0.0,PK,clear sky,2019-11-09 18:29:08
434,Arroyo,-11.08,-66.08,93.2,52,75,9.17,0.0,0.0,BO,broken clouds,2019-11-09 18:29:08
435,Arman,59.7,150.17,24.1,68,100,23.55,0.0,0.0,RU,overcast clouds,2019-11-09 18:29:08
436,Quatre Cocos,-20.21,57.76,73.99,83,75,5.82,0.0,0.0,MU,broken clouds,2019-11-09 18:29:08
437,Ucar,40.51,47.65,46.4,81,0,2.24,0.0,0.0,AZ,clear sky,2019-11-09 18:29:09
438,Chamba,32.56,76.12,52.92,39,0,8.95,0.0,0.0,IN,clear sky,2019-11-09 18:29:09
439,Buala,-8.15,159.59,78.04,86,42,3.13,0.0,0.0,SB,scattered clouds,2019-11-09 18:29:09
440,Ratnagiri,16.98,73.3,69.04,92,0,2.3,0.0,0.0,IN,clear sky,2019-11-09 18:29:09
441,Yaan,7.38,8.57,83.79,59,65,3.76,0.0,0.0,NG,broken clouds,2019-11-09 18:29:09
442,Bereda,43.27,-7.54,55.0,87,75,19.46,0.0,0.0,ES,broken clouds,2019-11-09 18:29:10
443,Adrar,27.87,-0.29,69.8,23,0,13.87,0.0,0.0,DZ,clear sky,2019-11-09 18:29:10
444,Hofn,64.25,-15.21,45.32,76,100,24.0,0.0,1.25,IS,light rain,2019-11-09 18:28:36
445,Trinidad,-14.83,-64.9,93.2,56,20,9.17,0.0,0.0,BO,few clouds,2019-11-09 18:29:10
446,Kyaukse,21.6,96.13,73.47,89,3,1.86,0.0,0.0,MM,clear sky,2019-11-09 18:29:10
447,Juneau,58.3,-134.42,35.6,26,75,26.4,0.0,0.0,US,broken clouds,2019-11-09 18:29:11
448,General Roca,-39.03,-67.58,78.8,27,40,4.7,0.0,0.0,AR,scattered clouds,2019-11-09 18:29:11
449,Talen,23.57,76.72,69.93,64,0,4.72,0.0,0.0,IN,clear sky,2019-11-09 18:29:12
450,Shingu,33.72,135.99,58.5,63,0,6.89,0.0,0.0,JP,clear sky,2019-11-09 18:29:12
451,Mutata,7.24,-76.44,72.19,95,100,4.18,0.0,4.44,CO,moderate rain,2019-11-09 18:29:12
452,Bonavista,48.65,-53.11,35.01,56,19,25.99,0.0,0.0,CA,few clouds,2019-11-09 18:29:12
453,Ikare,7.49,5.23,78.96,66,60,1.21,0.0,0.0,NG,broken clouds,2019-11-09 18:29:13
454,Ilulissat,69.22,-51.1,39.2,29,75,21.92,0.0,0.0,GL,broken clouds,2019-11-09 18:28:11
455,Atar,20.52,-13.05,84.2,20,100,11.41,0.0,0.0,MR,overcast clouds,2019-11-09 18:29:13
456,Sistranda,63.73,8.83,25.0,73,20,11.41,0.0,0.0,NO,few clouds,2019-11-09 18:29:13
457,Frutigen,46.59,7.64,42.8,93,75,3.36,0.0,0.0,CH,broken clouds,2019-11-09 18:29:14
458,Labuhan,-2.54,115.51,73.36,93,71,1.41,0.0,0.0,ID,broken clouds,2019-11-09 18:29:14
459,Soyo,-6.13,12.37,82.4,78,20,6.93,0.0,0.0,AO,few clouds,2019-11-09 18:28:25
460,Hirara,24.8,125.28,70.63,68,48,20.85,0.0,0.0,JP,scattered clouds,2019-11-09 18:29:13
461,Itacare,-14.28,-39.0,80.74,65,56,8.57,0.0,0.0,BR,broken clouds,2019-11-09 18:26:02
462,Kasangulu,-4.59,15.17,80.6,83,75,6.93,0.0,0.0,CD,broken clouds,2019-11-09 18:29:15
463,Carberry,49.87,-99.36,24.8,85,90,4.7,0.0,0.0,CA,light snow,2019-11-09 18:29:15
464,Havre,48.55,-109.68,46.4,65,20,21.92,0.0,0.0,US,few clouds,2019-11-09 18:24:22
465,Zavetnoye,47.12,43.89,52.0,84,18,11.61,0.0,0.0,RU,few clouds,2019-11-09 18:29:16
466,Simao,22.76,100.79,59.68,95,99,2.8,0.0,0.0,CN,overcast clouds,2019-11-09 18:29:16
467,Huayucachi,-12.13,-75.23,51.51,68,84,7.02,0.0,3.44,PE,moderate rain,2019-11-09 18:29:16
468,Opuwo,-18.06,13.84,79.29,37,77,7.61,0.0,0.0,NA,broken clouds,2019-11-09 18:29:16
469,Kidal,18.44,1.41,89.8,13,62,9.24,0.0,0.0,ML,broken clouds,2019-11-09 18:24:19
470,Khilok,51.36,110.46,28.31,95,100,7.76,0.0,0.0,RU,overcast clouds,2019-11-09 18:29:17
471,Mushie,-3.02,16.92,78.03,85,48,1.01,0.0,1.31,CD,light rain,2019-11-09 18:29:17
472,Yatou,3.63,9.81,84.2,83,40,3.91,0.0,0.0,CM,scattered clouds,2019-11-09 18:29:17
473,Kutum,14.2,24.66,75.56,17,54,11.74,0.0,0.0,SD,broken clouds,2019-11-09 18:29:18
474,Cullman,34.17,-86.84,57.0,38,1,8.05,0.0,0.0,US,clear sky,2019-11-09 18:29:18
475,Cedar City,37.68,-113.06,53.6,18,20,4.61,0.0,0.0,US,few clouds,2019-11-09 18:29:18
476,Hami,42.84,93.51,33.78,32,0,3.02,0.0,0.0,CN,clear sky,2019-11-09 18:25:16
477,Prince George,53.92,-122.75,27.0,100,90,10.29,0.0,0.0,CA,light snow,2019-11-09 18:29:19
478,Severnoye,54.09,52.54,27.84,76,37,3.96,0.0,0.0,RU,scattered clouds,2019-11-09 18:29:19
479,Kaniama,-7.57,24.18,70.3,89,100,1.81,0.0,0.0,CD,overcast clouds,2019-11-09 18:29:19
480,Myitkyina,25.38,97.4,64.92,84,96,2.17,0.0,0.13,MM,light rain,2019-11-09 18:29:20
481,Winneba,5.35,-0.62,82.4,88,20,8.05,0.0,0.0,GH,few clouds,2019-11-09 18:29:20
482,Leshukonskoye,64.9,45.76,11.75,93,71,4.12,0.0,0.0,RU,broken clouds,2019-11-09 18:29:20
483,Boundiali,9.53,-6.48,82.72,54,19,2.62,0.0,0.0,CI,few clouds,2019-11-09 18:29:20
484,Buzmeyin,38.05,58.21,46.4,57,0,2.24,0.0,0.0,TM,clear sky,2019-11-09 18:29:20
485,Dunedin,-45.87,170.5,52.0,92,100,8.01,0.0,1.19,NZ,light rain,2019-11-09 18:29:21
486,Zyryanka,65.73,150.89,-2.17,94,100,19.73,0.13,0.0,RU,light snow,2019-11-09 18:29:21
487,Dobric,47.25,24.13,53.6,76,30,3.09,0.0,0.0,RO,scattered clouds,2019-11-09 18:29:21
488,Sao Miguel Do Araguaia,-13.28,-50.16,96.3,33,29,3.74,0.0,0.0,BR,scattered clouds,2019-11-09 18:29:21
489,Puerto Madero,-34.61,-58.36,78.01,73,20,17.22,0.0,0.0,AR,few clouds,2019-11-09 18:29:22
490,Raudeberg,61.99,5.14,35.01,68,0,8.05,0.0,0.0,NO,clear sky,2019-11-09 18:29:22
491,Aswan,24.09,32.9,82.4,30,0,7.52,0.0,0.0,EG,clear sky,2019-11-09 18:29:22
492,Mahon,51.89,-8.4,44.6,75,20,16.11,0.0,0.0,IE,few clouds,2019-11-09 18:27:02
493,Ust-Nera,64.57,143.24,-3.73,95,100,8.57,0.0,0.0,RU,overcast clouds,2019-11-09 18:29:22
494,Vestmanna,62.16,-7.17,37.4,86,100,11.41,0.12,0.0,FO,light snow,2019-11-09 18:29:23
495,Acapulco,16.86,-99.88,89.6,59,5,5.41,0.0,0.0,MX,clear sky,2019-11-09 18:25:43
496,Macia,-25.03,33.09,68.04,83,44,5.21,0.0,0.0,MZ,scattered clouds,2019-11-09 18:29:23
497,Kununurra,-15.77,128.74,80.6,69,89,5.82,0.0,0.0,AU,overcast clouds,2019-11-09 18:27:35
498,Sawtell,-30.38,153.1,46.4,93,0,1.12,0.0,0.0,AU,haze,2019-11-09 18:29:23
499,Creil,49.26,2.47,44.01,87,75,10.29,0.0,0.0,FR,broken clouds,2019-11-09 18:29:24
500,Ruteng,-8.61,120.46,66.92,86,28,5.08,0.0,0.0,ID,scattered clouds,2019-11-09 18:29:24
501,Eyl,7.98,49.82,80.13,76,0,21.18,0.0,0.0,SO,clear sky,2019-11-09 18:29:24
502,Ust-Maya,60.42,134.54,-23.01,98,19,1.88,0.0,0.0,RU,few clouds,2019-11-09 18:28:24
503,Lobito,-12.35,13.55,79.97,82,0,4.27,0.0,0.0,AO,clear sky,2019-11-09 18:29:25
504,Oranjestad,12.52,-70.03,89.6,59,20,19.46,0.0,0.0,AW,few clouds,2019-11-09 18:26:36
505,Puerto Escondido,15.86,-97.07,86.0,70,20,5.82,0.0,0.0,MX,few clouds,2019-11-09 18:29:25
506,Bell Ville,-32.63,-62.69,86.0,46,66,11.01,0.0,0.0,AR,broken clouds,2019-11-09 18:29:25
507,Laela,-8.57,32.05,75.18,42,65,6.35,0.0,0.0,TZ,broken clouds,2019-11-09 18:29:26
508,Waddan,29.16,16.14,77.61,32,100,6.96,0.0,0.0,LY,overcast clouds,2019-11-09 18:29:26
509,Kumluca,36.37,30.29,65.68,49,0,4.74,0.0,0.0,TR,clear sky,2019-11-09 18:29:26
510,Havelock,34.88,-76.9,57.2,50,1,6.93,0.0,0.0,US,clear sky,2019-11-09 18:27:34
511,Tazmalt,36.39,4.4,59.0,44,20,8.05,0.0,0.0,DZ,few clouds,2019-11-09 18:26:08
512,Aras,42.56,-2.36,48.0,93,75,1.12,0.0,0.0,ES,broken clouds,2019-11-09 18:29:27
513,Samarinda,-0.5,117.14,72.66,95,92,1.86,0.0,0.0,ID,overcast clouds,2019-11-09 18:29:27
514,Dhari,21.33,71.03,78.21,69,45,5.08,0.0,0.13,IN,light rain,2019-11-09 18:29:27
515,Novyy Urengoy,66.08,76.63,-9.03,98,28,9.33,0.0,0.0,RU,scattered clouds,2019-11-09 18:24:30
516,Koundara,12.49,-13.3,90.68,34,34,2.93,0.0,0.0,GN,scattered clouds,2019-11-09 18:29:28
517,Yar-Sale,66.83,70.83,-7.91,96,16,6.73,0.0,0.0,RU,few clouds,2019-11-09 18:29:28
518,Joshimath,30.57,79.57,39.94,39,0,6.93,0.0,0.0,IN,clear sky,2019-11-09 18:29:28
519,Kushikino,31.72,130.27,53.8,78,0,4.88,0.0,0.0,JP,clear sky,2019-11-09 18:29:29
520,Dayong,25.02,118.29,62.6,48,0,4.47,0.0,0.0,CN,clear sky,2019-11-09 18:29:29
521,Senanga,-16.1,23.3,85.57,24,44,4.03,0.0,0.0,ZM,scattered clouds,2019-11-09 18:29:29
522,Southampton,50.9,-1.4,46.0,87,100,6.93,0.0,6.56,GB,moderate rain,2019-11-09 18:25:00
523,Altamont,49.4,-98.5,28.4,100,75,8.05,0.0,0.0,CA,mist,2019-11-09 18:25:49
524,Imbituba,-28.24,-48.67,71.6,100,75,5.82,0.0,0.0,BR,light rain,2019-11-09 18:29:30
525,Yerofey Pavlovich,53.97,121.97,5.63,96,96,2.44,0.0,0.0,RU,overcast clouds,2019-11-09 18:29:30
526,Russkaya Polyana,53.78,73.88,21.87,62,100,11.14,0.0,0.0,RU,overcast clouds,2019-11-09 18:29:30
527,Sola,-3.17,33.8,75.83,56,74,7.4,0.0,1.75,TZ,light rain,2019-11-09 18:29:30
528,Dhidhdhoo,6.88,73.1,82.83,62,20,2.33,0.0,0.0,MV,few clouds,2019-11-09 18:29:30
529,Vredendal,-31.68,18.49,65.34,65,75,10.63,0.0,0.0,ZA,broken clouds,2019-11-09 18:29:31
530,Kushima,31.5,131.29,63.39,73,18,10.63,0.0,0.0,JP,few clouds,2019-11-09 18:29:31
531,Eirunepe,-6.66,-69.87,96.42,38,93,2.86,0.0,0.0,BR,overcast clouds,2019-11-09 18:29:31
532,Tocopilla,-22.09,-70.2,78.51,13,56,13.42,0.0,0.0,CL,broken clouds,2019-11-09 18:29:31
533,Verkhoyansk,67.55,133.39,-22.73,98,25,0.63,0.0,0.0,RU,scattered clouds,2019-11-09 18:29:32
